LHS	RHS	supp	conf
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	14,11451	72,10884
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	09-Wife:West Europe	13,91478	71,08844
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,91212	81,29252
01-H. owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	02-Det. house	17,77630	89,89899
01-H. owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	14,04794	71,04377
01-H. owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,91212	80,47138
01-H. owned, 08-Husb.:West Europe, NO	02-Det. house	13,38216	88,15789
01-H. owned, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	02-Det. house	16,37816	88,17204
01-H. owned, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	13,78162	74,19355
01-H. owned, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	08-Husb.:West Europe	13,91478	74,91039
01-H. owned, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	14,24767	76,70251
01-H. owned, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	02-Det. house	15,57923	87,64045
01-H. owned, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	13,64847	76,77903
01-H. owned, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	14,24767	80,14981
01-H. owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	02-Det. house	27,49667	85,33058
01-H. owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	23,36884	72,52066
01-H. owned, 10-Husb.work.class=PrivateWorker, NO	02-Det. house	18,90812	83,28446
01-H. owned, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	17,64314	77,71261
01-H. owned, 11-Wife.work.class=PrivateWorker, NO	02-Det. house	17,97603	83,33333
01-H. owned, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	17,64314	81,79012
02-Det. house, 03-Vechicl.=2, 07-Wife:associate	01-H. owned	15,51265	86,29630
02-Det. house, 03-Vechicl.=2, 07-Wife:associate	10-Husb.work.class=PrivateWorker	13,58189	75,55556
02-Det. house, 03-Vechicl.=2, YES	01-H. owned	16,37816	85,41667
02-Det. house, 03-Vechicl.=2, YES	10-Husb.work.class=PrivateWorker	14,58056	76,04167
02-Det. house, 03-Vechicl.=2, YES	11-Wife.work.class=PrivateWorker	13,58189	70,83333
02-Det. house, 03-Vechicl.=2, 06-Husb.:associate	01-H. owned	15,04660	85,93156
02-Det. house, 03-Vechicl.=2, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	13,44874	76,80608
02-Det. house, 03-Vechicl.=2, 08-Husb.:West Europe	01-H. owned	17,11052	77,64350
02-Det. house, 03-Vechicl.=2, 08-Husb.:West Europe	09-Wife:West Europe	15,57923	70,69486
02-Det. house, 03-Vechicl.=2, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	16,11185	73,11178
02-Det. house, 03-Vechicl.=2, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	16,37816	74,32024
02-Det. house, 03-Vechicl.=2, 09-Wife:West Europe	01-H. owned	15,84554	79,06977
02-Det. house, 03-Vechicl.=2, 09-Wife:West Europe	08-Husb.:West Europe	15,57923	77,74086
02-Det. house, 03-Vechicl.=2, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	14,98003	74,75083
02-Det. house, 03-Vechicl.=2, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	14,58056	72,75748
02-Det. house, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	01-H. owned	25,56591	82,22698
02-Det. house, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	24,10120	77,51606
02-Det. house, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	01-H. owned	24,43409	82,28700
02-Det. house, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	24,10120	81,16592
02-Det. house, 03-Vechicl.=2, NO	01-H. owned	17,17710	78,41945
02-Det. house, 03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	16,51132	75,37994
02-Det. house, 03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	16,11185	73,55623
02-Det. house, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	01-H. owned	15,51265	85,66176
02-Det. house, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	13,58189	75,00000
02-Det. house, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	13,71505	75,73529
02-Det. house, 07-Wife:associate, 11-Wife.work.class=PrivateWorker	01-H. owned	14,24767	84,92063
02-Det. house, 07-Wife:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	13,71505	81,74603
02-Det. house, YES, 10-Husb.work.class=PrivateWorker	01-H. owned	16,31158	83,05085
02-Det. house, YES, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	14,58056	74,23729
02-Det. house, YES, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,17976	77,28814
02-Det. house, YES, 11-Wife.work.class=PrivateWorker	01-H. owned	15,64581	85,45455
02-Det. house, YES, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	13,58189	74,18182
02-Det. house, YES, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,17976	82,90909
02-Det. house, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	01-H. owned	14,98003	83,64312
02-Det. house, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	13,44874	75,09294
02-Det. house, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	14,51398	81,04089
02-Det. house, 06-Husb.:associate, 11-Wife.work.class=PrivateWorker	01-H. owned	14,64714	84,61538
02-Det. house, 06-Husb.:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	14,51398	83,84615
02-Det. house, 08-Husb.:West Europe, 09-Wife:West Europe	01-H. owned	16,97736	79,43925
02-Det. house, 08-Husb.:West Europe, 09-Wife:West Europe	03-Vechicl.=2	15,57923	72,89720
02-Det. house, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	15,51265	72,58567
02-Det. house, 08-Husb.:West Europe, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	15,51265	72,58567
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	01-H. owned	17,37683	78,85196
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	16,11185	73,11178
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	09-Wife:West Europe	15,51265	70,39275
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	17,77630	80,66465
02-Det. house, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	01-H. owned	17,77630	79,22849
02-Det. house, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	16,37816	72,99703
02-Det. house, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	17,77630	79,22849
02-Det. house, 08-Husb.:West Europe, NO	01-H. owned	13,38216	76,71756
02-Det. house, 08-Husb.:West Europe, NO	11-Wife.work.class=PrivateWorker	13,38216	76,71756
02-Det. house, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	01-H. owned	16,37816	80,13029
02-Det. house, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	14,98003	73,28990
02-Det. house, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	08-Husb.:West Europe	15,51265	75,89577
02-Det. house, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,71238	76,87296
02-Det. house, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	01-H. owned	15,57923	78,26087
02-Det. house, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	14,58056	73,24415
02-Det. house, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	15,51265	77,92642
02-Det. house, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,71238	78,92977
02-Det. house, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. owned	27,49667	81,29921
02-Det. house, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	24,10120	71,25984
02-Det. house, 10-Husb.work.class=PrivateWorker, NO	01-H. owned	18,90812	79,55182
02-Det. house, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	18,64181	78,43137
02-Det. house, 11-Wife.work.class=PrivateWorker, NO	01-H. owned	17,97603	78,03468
02-Det. house, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	18,64181	80,92486
03-Vechicl.=2, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	16,51132	76,78019
03-Vechicl.=2, 07-Wife:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	16,51132	83,50168
03-Vechicl.=2, 07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	13,51531	79,60784
03-Vechicl.=2, YES, 10-Husb.work.class=PrivateWorker	01-H. owned	14,18109	70,76412
03-Vechicl.=2, YES, 10-Husb.work.class=PrivateWorker	02-Det. house	14,58056	72,75748
03-Vechicl.=2, YES, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	15,64581	78,07309
03-Vechicl.=2, YES, 11-Wife.work.class=PrivateWorker	01-H. owned	13,51531	71,22807
03-Vechicl.=2, YES, 11-Wife.work.class=PrivateWorker	02-Det. house	13,58189	71,57895
03-Vechicl.=2, YES, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	15,64581	82,45614
03-Vechicl.=2, 01-H. not owned, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	16,77763	79,74684
03-Vechicl.=2, 01-H. not owned, 10-Husb.work.class=PrivateWorker	NO	15,17976	72,15190
03-Vechicl.=2, 01-H. not owned, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	16,77763	81,55340
03-Vechicl.=2, 01-H. not owned, 11-Wife.work.class=PrivateWorker	NO	15,11318	73,46278
03-Vechicl.=2, 01-H. not owned, 02-Apart.	10-Husb.work.class=PrivateWorker	13,51531	81,20000
03-Vechicl.=2, 01-H. not owned, NO	10-Husb.work.class=PrivateWorker	15,17976	79,16667
03-Vechicl.=2, 01-H. not owned, NO	11-Wife.work.class=PrivateWorker	15,11318	78,81944
03-Vechicl.=2, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	17,44341	81,36646
03-Vechicl.=2, 06-Husb.:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	17,44341	84,24437
03-Vechicl.=2, 06-Husb.:associate, NO	10-Husb.work.class=PrivateWorker	13,84820	81,56863
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	16,57790	73,45133
03-Vechicl.=2, 08-Husb.:West Europe, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	16,64447	73,74631
03-Vechicl.=2, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	19,04128	80,33708
03-Vechicl.=2, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	19,04128	79,44444
03-Vechicl.=2, 08-Husb.:West Europe, NO	09-Wife:West Europe	13,84820	70,03367
03-Vechicl.=2, 08-Husb.:West Europe, NO	10-Husb.work.class=PrivateWorker	15,04660	76,09428
03-Vechicl.=2, 08-Husb.:West Europe, NO	11-Wife.work.class=PrivateWorker	15,04660	76,09428
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	08-Husb.:West Europe	16,57790	75,45455
03-Vechicl.=2, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	16,77763	76,36364
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	16,64447	77,39938
03-Vechicl.=2, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	16,77763	78,01858
03-Vechicl.=2, 09-Wife:West Europe, NO	08-Husb.:West Europe	13,84820	75,63636
03-Vechicl.=2, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	13,64847	74,54545
03-Vechicl.=2, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	13,44874	73,45455
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 02-Apart.	01-H. not owned	13,51531	87,50000
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	24,50067	79,31034
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	24,50067	81,23620
07-Wife:associate, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	13,58189	78,76448
07-Wife:associate, 06-Husb.:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	13,58189	85,35565
07-Wife:associate, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	16,51132	70,05650
07-Wife:associate, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	15,64581	79,39189
07-Wife:associate, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	15,64581	84,53237
YES, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	02-Det. house	15,17976	70,37037
YES, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	15,64581	72,53086
01-H. not owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	NO	21,37150	75,35211
01-H. not owned, 10-Husb.work.class=PrivateWorker, 02-Apart.	11-Wife.work.class=PrivateWorker	19,50732	76,70157
01-H. not owned, 10-Husb.work.class=PrivateWorker, 02-Apart.	NO	19,04128	74,86911
01-H. not owned, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	21,37150	81,67939
01-H. not owned, 10-Husb.work.class=PrivateWorker, NO	02-Apart.	19,04128	72,77354
01-H. not owned, 11-Wife.work.class=PrivateWorker, 02-Apart.	10-Husb.work.class=PrivateWorker	19,50732	85,92375
01-H. not owned, 11-Wife.work.class=PrivateWorker, 02-Apart.	NO	17,70972	78,00587
01-H. not owned, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	21,37150	85,14589
01-H. not owned, 11-Wife.work.class=PrivateWorker, NO	02-Apart.	17,70972	70,55703
01-H. not owned, 02-Apart., NO	10-Husb.work.class=PrivateWorker	19,04128	84,11765
01-H. not owned, 02-Apart., NO	11-Wife.work.class=PrivateWorker	17,70972	78,23529
06-Husb.:associate, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	17,44341	72,57618
06-Husb.:associate, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	15,77896	79,53020
06-Husb.:associate, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	15,77896	85,86957
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	16,57790	71,96532
08-Husb.:West Europe, 09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	17,77630	77,16763
08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	16,64447	72,04611
08-Husb.:West Europe, 09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	17,77630	76,94524
08-Husb.:West Europe, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	15,17976	76,00000
08-Husb.:West Europe, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	15,04660	75,33333
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	19,04128	70,61728
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	17,90945	81,26888
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	17,90945	80,78078
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	16,77763	70,58824
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	17,77630	74,78992
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	08-Husb.:West Europe	15,17976	76,51007
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	15,44607	77,85235
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	08-Husb.:West Europe	15,04660	76,35135
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	15,44607	78,37838
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 02-Apart.	01-H. not owned	19,50732	90,99379
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 02-Apart.	NO	16,91079	78,88199
10-Husb.work.class=PrivateWorker, 02-Apart., NO	01-H. not owned	19,04128	91,96141
10-Husb.work.class=PrivateWorker, 02-Apart., NO	11-Wife.work.class=PrivateWorker	16,91079	81,67203
11-Wife.work.class=PrivateWorker, 02-Apart., NO	01-H. not owned	17,70972	92,36111
11-Wife.work.class=PrivateWorker, 02-Apart., NO	10-Husb.work.class=PrivateWorker	16,91079	88,19444
01-H. owned, 02-Det. house, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	19,84021	77,60417
01-H. owned, 02-Det. house, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	19,84021	81,19891
01-H. owned, 02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	14,18109	81,60920
01-H. owned, 02-Det. house, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	14,18109	79,77528
01-H. owned, 02-Det. house, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	19,84021	72,15496
01-H. owned, 02-Det. house, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	14,71372	77,81690
01-H. owned, 02-Det. house, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	14,71372	81,85185
01-H. owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	02-Det. house	19,84021	84,90028
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	02-Det. house	14,18109	89,12134
01-H. owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	02-Det. house	14,71372	83,39623
02-Det. house, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. owned	19,84021	82,32044
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. owned	14,18109	79,77528
02-Det. house, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	01-H. owned	14,71372	78,92857
01-H. not owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 02-Apart.	NO	15,57923	79,86348
01-H. not owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, NO	02-Apart.	15,57923	72,89720
01-H. not owned, 10-Husb.work.class=PrivateWorker, 02-Apart., NO	11-Wife.work.class=PrivateWorker	15,57923	81,81818
01-H. not owned, 11-Wife.work.class=PrivateWorker, 02-Apart., NO	10-Husb.work.class=PrivateWorker	15,57923	87,96992
10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker, 02-Apart., NO	01-H. not owned	15,57923	92,12598
