LHS	RHS	supp	conf
YES, 03-Vechicl.=2	01-H. owned	22,53244	79,36288
YES, 03-Vechicl.=2	02-Det. house	22,33582	78,67036
YES, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	21,47070	75,62327
YES, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	20,05505	70,63712
YES, 06-Husb.:associate	01-H. owned	11,83641	84,55056
YES, 06-Husb.:associate	02-Det. house	11,56115	82,58427
YES, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	10,73535	76,68539
YES, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	9,87023	70,50562
YES, 06-Husb.:associate	03-Vechicl.=2	10,22414	73,03371
YES, 07-Wife:associate	01-H. owned	12,78018	83,76289
YES, 07-Wife:associate	02-Det. house	12,50492	81,95876
YES, 07-Wife:associate	10-Husb.work.class=PrivateWorker	11,79709	77,31959
YES, 07-Wife:associate	11-Wife.work.class=PrivateWorker	10,85332	71,13402
YES, 07-Wife:associate	03-Vechicl.=2	10,89265	71,39175
09-Wife:West Europe, 03-Vechicl.=2	01-H. owned	23,90877	75,15451
09-Wife:West Europe, 03-Vechicl.=2	02-Det. house	24,34133	76,51422
09-Wife:West Europe, 03-Vechicl.=2	08-Husb.:West Europe	23,04365	72,43511
09-Wife:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	24,18403	76,01978
09-Wife:West Europe, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	22,53244	70,82818
09-Wife:West Europe, 07-Wife:no college	02-Det. house	8,53323	82,50951
09-Wife:West Europe, 06-Husb.:associate	01-H. owned	13,40936	81,57895
09-Wife:West Europe, 06-Husb.:associate	02-Det. house	12,93748	78,70813
09-Wife:West Europe, 06-Husb.:associate	08-Husb.:West Europe	12,46559	75,83732
09-Wife:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	12,50492	76,07656
09-Wife:West Europe, 06-Husb.:associate	03-Vechicl.=2	11,75777	71,53110
09-Wife:West Europe, 12-Husb.Income=05	01-H. owned	7,86473	71,68459
09-Wife:West Europe, 12-Husb.Income=05	02-Det. house	7,98270	72,75986
09-Wife:West Europe, 12-Husb.Income=05	08-Husb.:West Europe	8,17932	74,55197
09-Wife:West Europe, 12-Husb.Income=05	10-Husb.work.class=PrivateWorker	7,98270	72,75986
09-Wife:West Europe, 07-Wife:associate	01-H. owned	14,54974	76,44628
09-Wife:West Europe, 07-Wife:associate	02-Det. house	14,43177	75,82645
09-Wife:West Europe, 07-Wife:associate	08-Husb.:West Europe	14,39245	75,61983
09-Wife:West Europe, 07-Wife:associate	10-Husb.work.class=PrivateWorker	14,54974	76,44628
09-Wife:West Europe, 01-H. not owned	08-Husb.:West Europe	8,84782	73,28990
09-Wife:West Europe, 01-H. not owned	10-Husb.work.class=PrivateWorker	9,00511	74,59283
09-Wife:West Europe, 01-H. not owned	11-Wife.work.class=PrivateWorker	8,57255	71,00977
09-Wife:West Europe, 01-H. not owned	NO	8,80849	72,96417
09-Wife:West Europe, NO	02-Det. house	19,77979	70,25140
09-Wife:West Europe, NO	08-Husb.:West Europe	20,56626	73,04469
09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	20,25167	71,92737
09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	20,05505	71,22905
03-Vechicl.=2, 07-Wife:no college	02-Det. house	9,55564	72,97297
03-Vechicl.=2, 07-Wife:no college	11-Wife.work.class=PrivateWorker	10,02753	76,57658
03-Vechicl.=2, 11-Wife.work.class=GovernmWorker	01-H. owned	7,94337	74,81481
03-Vechicl.=2, 06-Husb.:associate	01-H. owned	18,04955	78,73070
03-Vechicl.=2, 06-Husb.:associate	02-Det. house	17,57766	76,67238
03-Vechicl.=2, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	17,02713	74,27101
03-Vechicl.=2, 12-Husb.Income=05	01-H. owned	11,08926	70,67669
03-Vechicl.=2, 12-Husb.Income=05	10-Husb.work.class=PrivateWorker	11,24656	71,67920
03-Vechicl.=2, 12-Husb.Income=05	11-Wife.work.class=PrivateWorker	11,44318	72,93233
03-Vechicl.=2, 07-Wife:associate	01-H. owned	20,01573	79,40718
03-Vechicl.=2, 07-Wife:associate	02-Det. house	18,79670	74,57098
03-Vechicl.=2, 07-Wife:associate	10-Husb.work.class=PrivateWorker	19,22926	76,28705
03-Vechicl.=2, 07-Wife:associate	11-Wife.work.class=PrivateWorker	17,69564	70,20281
03-Vechicl.=2, 01-H. not owned	10-Husb.work.class=PrivateWorker	13,64530	73,20675
03-Vechicl.=2, 01-H. not owned	11-Wife.work.class=PrivateWorker	13,33071	71,51899
03-Vechicl.=2, 08-Husb.:other Asia	09-Wife:other Asia	8,61188	82,33083
03-Vechicl.=2, 08-Husb.:other Asia	10-Husb.work.class=PrivateWorker	8,06134	77,06767
03-Vechicl.=2, 02-Apart.	10-Husb.work.class=PrivateWorker	9,08376	73,56688
03-Vechicl.=2, 02-Apart.	11-Wife.work.class=PrivateWorker	8,76917	71,01911
03-Vechicl.=2, 02-Apart.	01-H. not owned	10,14550	82,16561
03-Vechicl.=2, 12-Husb.Income=06	01-H. owned	9,83091	82,23684
03-Vechicl.=2, 12-Husb.Income=06	02-Det. house	9,47700	79,27632
03-Vechicl.=2, 12-Husb.Income=06	10-Husb.work.class=PrivateWorker	8,49390	71,05263
03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	27,88046	72,94239
03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	27,17263	71,09053
07-Wife:no college, NO	11-Wife.work.class=PrivateWorker	9,59497	73,05389
06-Husb.:associate, 07-Wife:associate	01-H. owned	14,03854	81,88073
06-Husb.:associate, 07-Wife:associate	02-Det. house	13,09477	76,37615
06-Husb.:associate, 07-Wife:associate	10-Husb.work.class=PrivateWorker	13,01612	75,91743
06-Husb.:associate, 07-Wife:associate	11-Wife.work.class=PrivateWorker	12,07236	70,41284
06-Husb.:associate, 07-Wife:associate	03-Vechicl.=2	12,26897	71,55963
06-Husb.:associate, NO	01-H. owned	12,89815	71,92982
06-Husb.:associate, NO	10-Husb.work.class=PrivateWorker	12,66221	70,61404
06-Husb.:associate, NO	03-Vechicl.=2	12,70153	70,83333
12-Husb.Income=05, NO	01-H. owned	9,63429	70,20057
12-Husb.Income=05, NO	10-Husb.work.class=PrivateWorker	9,75226	71,06017
12-Husb.Income=05, NO	11-Wife.work.class=PrivateWorker	9,83091	71,63324
07-Wife:associate, NO	01-H. owned	14,54974	71,42857
07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	14,78569	72,58687
07-Wife:associate, NO	03-Vechicl.=2	14,31380	70,27027
01-H. not owned, 02-Apart.	10-Husb.work.class=PrivateWorker	13,76327	76,58643
01-H. not owned, 02-Apart.	NO	12,81950	71,33479
01-H. not owned, NO	10-Husb.work.class=PrivateWorker	16,55525	76,13020
01-H. not owned, NO	11-Wife.work.class=PrivateWorker	15,69013	72,15190
02-Apart., NO	10-Husb.work.class=PrivateWorker	11,67912	77,95276
02-Apart., NO	11-Wife.work.class=PrivateWorker	10,89265	72,70341
02-Apart., NO	01-H. not owned	12,81950	85,56430
12-Husb.Income=06, NO	01-H. owned	8,29729	79,02622
12-Husb.Income=06, NO	02-Det. house	7,94337	75,65543
01-H. owned, 02-Det. house, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	23,00433	72,40099
01-H. owned, 02-Det. house, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	32,12741	75,02296
01-H. owned, 02-Det. house, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	30,51514	71,25803
01-H. owned, 02-Det. house, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	32,12741	77,88370
01-H. owned, 02-Det. house, YES	10-Husb.work.class=PrivateWorker	20,68423	75,46628
01-H. owned, 02-Det. house, YES	11-Wife.work.class=PrivateWorker	19,66182	71,73601
01-H. owned, 02-Det. house, YES	03-Vechicl.=2	19,97641	72,88379
01-H. owned, 02-Det. house, 09-Wife:West Europe	08-Husb.:West Europe	22,02123	73,39450
01-H. owned, 02-Det. house, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	22,06056	73,52556
01-H. owned, 02-Det. house, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	21,15611	70,51114
01-H. owned, 02-Det. house, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	30,51514	74,40077
01-H. owned, 02-Det. house, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	28,74558	70,08629
01-H. owned, 02-Det. house, 07-Wife:no college	11-Wife.work.class=PrivateWorker	8,57255	72,18543
01-H. owned, 02-Det. house, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	15,96540	73,41772
01-H. owned, 02-Det. house, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	15,37554	70,70524
01-H. owned, 02-Det. house, 06-Husb.:associate	03-Vechicl.=2	15,96540	73,41772
01-H. owned, 02-Det. house, 12-Husb.Income=05	11-Wife.work.class=PrivateWorker	9,83091	72,04611
01-H. owned, 02-Det. house, 07-Wife:associate	10-Husb.work.class=PrivateWorker	17,61699	74,54243
01-H. owned, 02-Det. house, 07-Wife:associate	11-Wife.work.class=PrivateWorker	16,55525	70,04992
01-H. owned, 02-Det. house, 07-Wife:associate	03-Vechicl.=2	17,14510	72,54576
01-H. owned, 06-Husb.:no college, 10-Husb.work.class=PrivateWorker	02-Det. house	8,21864	87,44770
01-H. owned, 06-Husb.:no college, 11-Wife.work.class=PrivateWorker	02-Det. house	8,13999	84,14634
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	02-Det. house	23,00433	87,70615
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	19,58317	74,66267
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	09-Wife:West Europe	18,52143	70,61469
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	18,75737	71,51424
01-H. owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	02-Det. house	21,78529	86,83386
01-H. owned, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	19,58317	78,05643
01-H. owned, 08-Husb.:West Europe, YES	02-Det. house	14,66772	90,31477
01-H. owned, 08-Husb.:West Europe, YES	10-Husb.work.class=PrivateWorker	12,22965	75,30266
01-H. owned, 08-Husb.:West Europe, YES	11-Wife.work.class=PrivateWorker	11,60047	71,42857
01-H. owned, 08-Husb.:West Europe, YES	03-Vechicl.=2	12,26897	75,54479
01-H. owned, 08-Husb.:West Europe, 09-Wife:West Europe	02-Det. house	22,02123	87,22741
01-H. owned, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	18,52143	73,36449
01-H. owned, 08-Husb.:West Europe, 03-Vechicl.=2	02-Det. house	22,21785	86,92308
01-H. owned, 08-Husb.:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	18,75737	73,38462
01-H. owned, 08-Husb.:West Europe, 06-Husb.:associate	02-Det. house	13,17342	88,39050
01-H. owned, 08-Husb.:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	10,97129	73,61478
01-H. owned, 08-Husb.:West Europe, 06-Husb.:associate	09-Wife:West Europe	10,49941	70,44855
01-H. owned, 08-Husb.:West Europe, 06-Husb.:associate	03-Vechicl.=2	11,01062	73,87863
01-H. owned, 08-Husb.:West Europe, 07-Wife:associate	02-Det. house	13,48801	86,61616
01-H. owned, 08-Husb.:West Europe, 07-Wife:associate	10-Husb.work.class=PrivateWorker	11,56115	74,24242
01-H. owned, 08-Husb.:West Europe, 07-Wife:associate	11-Wife.work.class=PrivateWorker	10,97129	70,45455
01-H. owned, 08-Husb.:West Europe, 07-Wife:associate	09-Wife:West Europe	11,20724	71,96970
01-H. owned, 08-Husb.:West Europe, 07-Wife:associate	03-Vechicl.=2	11,52182	73,98990
01-H. owned, 08-Husb.:West Europe, NO	02-Det. house	17,10578	84,96094
01-H. owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	02-Det. house	32,12741	85,37095
01-H. owned, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	27,01534	71,78683
01-H. owned, 10-Husb.work.class=PrivateWorker, YES	02-Det. house	20,68423	90,37801
01-H. owned, 10-Husb.work.class=PrivateWorker, YES	11-Wife.work.class=PrivateWorker	17,10578	74,74227
01-H. owned, 10-Husb.work.class=PrivateWorker, YES	03-Vechicl.=2	17,30240	75,60137
01-H. owned, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	02-Det. house	22,06056	87,11180
01-H. owned, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	08-Husb.:West Europe	18,52143	73,13665
01-H. owned, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	19,30790	76,24224
01-H. owned, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	03-Vechicl.=2	18,20684	71,89441
01-H. owned, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	02-Det. house	30,51514	85,46256
01-H. owned, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	27,01534	75,66079
01-H. owned, 10-Husb.work.class=PrivateWorker, 07-Wife:no college	02-Det. house	8,06134	92,34234
01-H. owned, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	02-Det. house	15,96540	87,87879
01-H. owned, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	13,56665	74,67532
01-H. owned, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	13,48801	74,24242
01-H. owned, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=05	02-Det. house	9,51632	85,21127
01-H. owned, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=05	11-Wife.work.class=PrivateWorker	8,76917	78,52113
01-H. owned, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	02-Det. house	17,61699	86,48649
01-H. owned, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	11-Wife.work.class=PrivateWorker	15,53284	76,25483
01-H. owned, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	03-Vechicl.=2	15,37554	75,48263
01-H. owned, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=3	02-Det. house	8,10067	93,21267
01-H. owned, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=06	02-Det. house	8,53323	88,57143
01-H. owned, 10-Husb.work.class=PrivateWorker, NO	02-Det. house	22,13921	82,06997
01-H. owned, 10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	20,52694	76,09329
01-H. owned, 11-Wife.work.class=PrivateWorker, YES	02-Det. house	19,66182	89,44544
01-H. owned, 11-Wife.work.class=PrivateWorker, YES	10-Husb.work.class=PrivateWorker	17,10578	77,81753
01-H. owned, 11-Wife.work.class=PrivateWorker, YES	03-Vechicl.=2	16,08337	73,16637
01-H. owned, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	02-Det. house	21,15611	86,63446
01-H. owned, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	08-Husb.:West Europe	17,38105	71,17552
01-H. owned, 11-Wife.work.class=PrivateWorker, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	19,30790	79,06602
01-H. owned, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	02-Det. house	28,74558	84,80278
01-H. owned, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	27,01534	79,69838
01-H. owned, 11-Wife.work.class=PrivateWorker, 07-Wife:no college	02-Det. house	8,57255	89,34426
01-H. owned, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	02-Det. house	15,37554	88,46154
01-H. owned, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	13,56665	78,05430
01-H. owned, 11-Wife.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	12,38694	71,26697
01-H. owned, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=05	02-Det. house	9,83091	84,45946
01-H. owned, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=05	10-Husb.work.class=PrivateWorker	8,76917	75,33784
01-H. owned, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	02-Det. house	16,55525	85,22267
01-H. owned, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	10-Husb.work.class=PrivateWorker	15,53284	79,95951
01-H. owned, 11-Wife.work.class=PrivateWorker, 07-Wife:associate	03-Vechicl.=2	14,07786	72,46964
01-H. owned, 11-Wife.work.class=PrivateWorker, 03-Vechicl.=3	02-Det. house	8,02202	91,47982
01-H. owned, 11-Wife.work.class=PrivateWorker, 12-Husb.Income=06	02-Det. house	8,41526	89,53975
01-H. owned, 11-Wife.work.class=PrivateWorker, NO	02-Det. house	21,58867	81,94030
01-H. owned, 11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	20,52694	77,91045
01-H. owned, YES, 09-Wife:West Europe	02-Det. house	13,72395	90,88542
01-H. owned, YES, 09-Wife:West Europe	08-Husb.:West Europe	11,28588	74,73958
01-H. owned, YES, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	11,67912	77,34375
01-H. owned, YES, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	10,85332	71,87500
01-H. owned, YES, 09-Wife:West Europe	03-Vechicl.=2	11,20724	74,21875
01-H. owned, YES, 03-Vechicl.=2	02-Det. house	19,97641	88,65620
01-H. owned, YES, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	17,30240	76,78883
01-H. owned, YES, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	16,08337	71,37871
01-H. owned, YES, 06-Husb.:associate	02-Det. house	10,77468	91,02990
01-H. owned, YES, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	9,20173	77,74086
01-H. owned, YES, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	8,57255	72,42525
01-H. owned, YES, 06-Husb.:associate	03-Vechicl.=2	8,61188	72,75748
01-H. owned, YES, 07-Wife:associate	02-Det. house	11,63980	91,07692
01-H. owned, YES, 07-Wife:associate	10-Husb.work.class=PrivateWorker	10,14550	79,38462
01-H. owned, YES, 07-Wife:associate	11-Wife.work.class=PrivateWorker	9,35902	73,23077
01-H. owned, YES, 07-Wife:associate	03-Vechicl.=2	9,28038	72,61538
01-H. owned, 09-Wife:West Europe, 03-Vechicl.=2	02-Det. house	20,76288	86,84211
01-H. owned, 09-Wife:West Europe, 03-Vechicl.=2	08-Husb.:West Europe	17,26308	72,20395
01-H. owned, 09-Wife:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	18,20684	76,15132
01-H. owned, 09-Wife:West Europe, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	17,06646	71,38158
01-H. owned, 09-Wife:West Europe, 06-Husb.:associate	02-Det. house	11,87574	88,56305
01-H. owned, 09-Wife:West Europe, 06-Husb.:associate	08-Husb.:West Europe	10,49941	78,29912
01-H. owned, 09-Wife:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	10,14550	75,65982
01-H. owned, 09-Wife:West Europe, 06-Husb.:associate	03-Vechicl.=2	9,71294	72,43402
01-H. owned, 09-Wife:West Europe, 07-Wife:associate	02-Det. house	12,78018	87,83784
01-H. owned, 09-Wife:West Europe, 07-Wife:associate	08-Husb.:West Europe	11,20724	77,02703
01-H. owned, 09-Wife:West Europe, 07-Wife:associate	10-Husb.work.class=PrivateWorker	11,16791	76,75676
01-H. owned, 09-Wife:West Europe, 07-Wife:associate	11-Wife.work.class=PrivateWorker	10,34212	71,08108
01-H. owned, 09-Wife:West Europe, 07-Wife:associate	03-Vechicl.=2	10,49941	72,16216
01-H. owned, 09-Wife:West Europe, NO	02-Det. house	16,27998	84,14634
01-H. owned, 09-Wife:West Europe, NO	08-Husb.:West Europe	13,95989	72,15447
01-H. owned, 09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	13,64530	70,52846
01-H. owned, 09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	13,56665	70,12195
01-H. owned, 03-Vechicl.=2, 06-Husb.:associate	02-Det. house	15,96540	88,45316
01-H. owned, 03-Vechicl.=2, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	13,48801	74,72767
01-H. owned, 03-Vechicl.=2, 12-Husb.Income=05	02-Det. house	9,08376	81,91489
01-H. owned, 03-Vechicl.=2, 12-Husb.Income=05	11-Wife.work.class=PrivateWorker	8,06134	72,69504
01-H. owned, 03-Vechicl.=2, 07-Wife:associate	02-Det. house	17,14510	85,65815
01-H. owned, 03-Vechicl.=2, 07-Wife:associate	10-Husb.work.class=PrivateWorker	15,37554	76,81729
01-H. owned, 03-Vechicl.=2, 07-Wife:associate	11-Wife.work.class=PrivateWorker	14,07786	70,33399
01-H. owned, 03-Vechicl.=2, 12-Husb.Income=06	02-Det. house	8,69052	88,40000
01-H. owned, 03-Vechicl.=2, NO	02-Det. house	21,03814	82,68934
01-H. owned, 03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	18,40346	72,33385
01-H. owned, 03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	17,81361	70,01546
01-H. owned, 06-Husb.:associate, 07-Wife:associate	02-Det. house	12,34762	87,95518
01-H. owned, 06-Husb.:associate, 07-Wife:associate	10-Husb.work.class=PrivateWorker	10,61738	75,63025
01-H. owned, 06-Husb.:associate, 07-Wife:associate	11-Wife.work.class=PrivateWorker	10,30279	73,38936
01-H. owned, 06-Husb.:associate, 07-Wife:associate	03-Vechicl.=2	10,42076	74,22969
01-H. owned, 06-Husb.:associate, NO	02-Det. house	10,97129	85,06098
01-H. owned, 06-Husb.:associate, NO	03-Vechicl.=2	9,43767	73,17073
01-H. owned, 12-Husb.Income=05, NO	02-Det. house	7,98270	82,85714
01-H. owned, 07-Wife:associate, NO	02-Det. house	11,99371	82,43243
01-H. owned, 07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	10,22414	70,27027
01-H. owned, 07-Wife:associate, NO	03-Vechicl.=2	10,73535	73,78378
02-Det. house, 06-Husb.:no college, 10-Husb.work.class=PrivateWorker	01-H. owned	8,21864	80,69498
02-Det. house, 06-Husb.:no college, 11-Wife.work.class=PrivateWorker	01-H. owned	8,13999	80,85938
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	01-H. owned	23,00433	86,15611
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	20,05505	75,11046
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	09-Wife:West Europe	19,07196	71,42857
02-Det. house, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	19,03264	71,28130
02-Det. house, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	01-H. owned	21,78529	84,96933
02-Det. house, 08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	20,05505	78,22086
02-Det. house, 08-Husb.:West Europe, YES	01-H. owned	14,66772	89,23445
02-Det. house, 08-Husb.:West Europe, YES	10-Husb.work.class=PrivateWorker	12,22965	74,40191
02-Det. house, 08-Husb.:West Europe, YES	11-Wife.work.class=PrivateWorker	11,67912	71,05263
02-Det. house, 08-Husb.:West Europe, YES	03-Vechicl.=2	12,34762	75,11962
02-Det. house, 08-Husb.:West Europe, 09-Wife:West Europe	01-H. owned	22,02123	84,97724
02-Det. house, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	19,07196	73,59636
02-Det. house, 08-Husb.:West Europe, 03-Vechicl.=2	01-H. owned	22,21785	85,47655
02-Det. house, 08-Husb.:West Europe, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	19,03264	73,22239
02-Det. house, 08-Husb.:West Europe, 06-Husb.:associate	01-H. owned	13,17342	91,78082
02-Det. house, 08-Husb.:West Europe, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	10,49941	73,15068
02-Det. house, 08-Husb.:West Europe, 06-Husb.:associate	03-Vechicl.=2	10,69603	74,52055
02-Det. house, 08-Husb.:West Europe, 07-Wife:associate	01-H. owned	13,48801	88,40206
02-Det. house, 08-Husb.:West Europe, 07-Wife:associate	10-Husb.work.class=PrivateWorker	11,12859	72,93814
02-Det. house, 08-Husb.:West Europe, 07-Wife:associate	09-Wife:West Europe	11,04994	72,42268
02-Det. house, 08-Husb.:West Europe, 07-Wife:associate	03-Vechicl.=2	11,01062	72,16495
02-Det. house, 08-Husb.:West Europe, NO	01-H. owned	17,10578	82,23062
02-Det. house, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	01-H. owned	32,12741	84,48811
02-Det. house, 10-Husb.work.class=PrivateWorker, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	26,85804	70,63082
02-Det. house, 10-Husb.work.class=PrivateWorker, YES	01-H. owned	20,68423	88,85135
02-Det. house, 10-Husb.work.class=PrivateWorker, YES	11-Wife.work.class=PrivateWorker	17,30240	74,32432
02-Det. house, 10-Husb.work.class=PrivateWorker, YES	03-Vechicl.=2	17,10578	73,47973
02-Det. house, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	01-H. owned	22,06056	85,00000
02-Det. house, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	08-Husb.:West Europe	19,07196	73,48485
02-Det. house, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	19,62249	75,60606
02-Det. house, 10-Husb.work.class=PrivateWorker, 09-Wife:West Europe	03-Vechicl.=2	18,56076	71,51515
02-Det. house, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	01-H. owned	30,51514	86,12653
02-Det. house, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	26,85804	75,80466
02-Det. house, 10-Husb.work.class=PrivateWorker, 07-Wife:no college	01-H. owned	8,06134	78,54406
02-Det. house, 10-Husb.work.class=PrivateWorker, 07-Wife:no college	11-Wife.work.class=PrivateWorker	7,90405	77,01149
02-Det. house, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	01-H. owned	15,96540	91,64786
02-Det. house, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	13,05545	74,94357
02-Det. house, 10-Husb.work.class=PrivateWorker, 06-Husb.:associate	03-Vechicl.=2	13,01612	74,71783
02-Det. house, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=05	01-H. owned	9,51632	85,51237
02-Det. house, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=05	11-Wife.work.class=PrivateWorker	8,61188	77,38516
02-Det. house, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	01-H. owned	17,61699	91,61554
02-Det. house, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	11-Wife.work.class=PrivateWorker	14,39245	74,84663
02-Det. house, 10-Husb.work.class=PrivateWorker, 07-Wife:associate	03-Vechicl.=2	14,23516	74,02863
02-Det. house, 10-Husb.work.class=PrivateWorker, 03-Vechicl.=3	01-H. owned	8,10067	88,41202
02-Det. house, 10-Husb.work.class=PrivateWorker, 12-Husb.Income=06	01-H. owned	8,53323	90,79498
02-Det. house, 10-Husb.work.class=PrivateWorker, NO	01-H. owned	22,13921	81,24098
